code,period,lines,width,height
SZ300395,30m,"[{""start"": {""x"": 18, ""y"": 177.5}, ""end"": {""x"": 367, ""y"": 177.5}, ""id"": ""1756690053652""}, {""start"": {""x"": 279, ""y"": 231.5}, ""end"": {""x"": 681, ""y"": 231.5}, ""id"": ""1756696862033""}]",1000,300
